time/time_elapsed,time/total_timesteps,time/iterations,time/fps,train/approx_kl,train/entropy_loss,train/value_loss,train/learning_rate,train/loss,train/clip_range,train/clip_fraction,train/n_updates,train/std,train/explained_variance,train/policy_gradient_loss,rollout/ep_len_mean,rollout/ep_rew_mean
5768,38100,381,6,0.0,-2.841290235519409,383640.75,0.0003,175482.09375,0.2,0.0,1900,1.0017082691192627,-0.008938193321228027,-4.5990943098317416e-07,15000.0,-2000548.3632095
5785,38200,382,6,0.0,-2.841286134719849,401772.1125,0.0003,182751.125,0.2,0.0,1905,1.0017061233520508,-0.7459053993225098,-4.229545558231962e-07,15000.0,-2000548.3632095
5802,38300,383,6,0.0,-2.84128155708313,353520.34375,0.0003,158851.34375,0.2,0.0,1910,1.001703143119812,-0.8463997840881348,-1.0397434067499489e-06,15000.0,-2000548.3632095
5819,38400,384,6,0.0,-2.841274547576904,364750.89375,0.0003,170664.125,0.2,0.0,1915,1.0016989707946777,0.14314895868301392,-1.0492801575168186e-06,15000.0,-2000548.3632095
5835,38500,385,6,0.0,-2.841265869140625,848692.1375,0.0003,433653.53125,0.2,0.0,1920,1.0016945600509644,0.10352277755737305,4.844665568271012e-07,15000.0,-2000548.3632095
5855,38600,386,6,5.9604643e-10,-2.841255950927734,613589.4125,0.0003,305908.03125,0.2,0.0,1925,1.0016884803771973,-0.024076223373413086,-3.992080772086126e-06,15000.0,-2000548.3632095
5877,38700,387,6,0.0,-2.841242551803589,391357.4875,0.0003,194900.640625,0.2,0.0,1930,1.0016815662384033,-0.7121628522872925,-9.140491502535043e-06,15000.0,-2000548.3632095
5899,38800,388,6,5.9604643e-10,-2.8412285327911375,331214.575,0.0003,157921.875,0.2,0.0,1935,1.001673698425293,-0.15484416484832764,-6.489753701188761e-06,15000.0,-2000548.3632095
5922,38900,389,6,0.0,-2.8412110805511475,303140.89375,0.0003,140582.921875,0.2,0.0,1940,1.0016639232635498,-0.07504796981811523,2.1475553552363636e-06,15000.0,-2000548.3632095
5943,39000,390,6,0.0,-2.8411915779113768,266032.1375,0.0003,130419.171875,0.2,0.0,1945,1.0016543865203857,0.34046047925949097,-4.621505768298562e-06,15000.0,-2000548.3632095
5962,39100,391,6,5.9604643e-10,-2.841172122955322,181682.81875,0.0003,82104.390625,0.2,0.0,1950,1.0016436576843262,0.5991729497909546,1.3623237499871266e-06,15000.0,-2000548.3632095
5979,39200,392,6,0.0,-2.841149854660034,394857.49375,0.0003,177694.84375,0.2,0.0,1955,1.0016332864761353,0.37569934129714966,-2.35295292156934e-06,15000.0,-2000548.3632095
5997,39300,393,6,0.0,-2.841136837005615,279068.5625,0.0003,136839.015625,0.2,0.0,1960,1.0016371011734009,0.3084735870361328,-3.170251851258854e-06,15000.0,-2000548.3632095
6015,39400,394,6,1.1920929e-09,-2.8411540031433105,455204.68125,0.0003,205696.078125,0.2,0.0,1965,1.0016460418701172,-6.052535057067871,9.795427368430865e-06,15000.0,-2000548.3632095
6032,39500,395,6,0.0,-2.841165828704834,287747.678125,0.0003,129727.7734375,0.2,0.0,1970,1.0016483068466187,0.06480300426483154,2.504825581972625e-06,15000.0,-2000548.3632095
6051,39600,396,6,0.0,-2.841164207458496,241055.340625,0.0003,111040.3515625,0.2,0.0,1975,1.0016416311264038,-0.07161509990692139,-1.274347330593173e-06,15000.0,-2000548.3632095
6068,39700,397,6,0.0,-2.841147708892822,255631.5625,0.0003,117545.078125,0.2,0.0,1980,1.0016343593597412,-0.09462869167327881,-8.776187925718659e-07,15000.0,-2000548.3632095
6086,39800,398,6,0.0,-2.8411373138427733,362344.5125,0.0003,161036.65625,0.2,0.0,1985,1.0016319751739502,-1.5206129550933838,-1.8148421929709002e-06,15000.0,-2000548.3632095
6104,39900,399,6,0.0,-2.841132974624634,257407.1375,0.0003,131275.15625,0.2,0.0,1990,1.0016286373138428,0.14166128635406494,-6.9904328412917495e-06,15000.0,-2000548.3632095
6121,40000,400,6,0.0,-2.8411256313323974,214722.98125,0.0003,103145.7890625,0.2,0.0,1995,1.0016260147094727,0.4273342490196228,1.3153552718137007e-06,15000.0,-2000548.3632095
6139,40100,401,6,1.7881393e-09,-2.84110951423645,157289.834375,0.0003,75459.59375,0.2,0.0,2000,1.0016015768051147,0.20471221208572388,-1.6941070880704957e-05,15000.0,-2000548.3632095
6157,40200,402,6,2.9802323e-09,-2.841048336029053,338798.59375,0.0003,154385.34375,0.2,0.0,2005,1.0015718936920166,-1.9059865474700928,-7.399320585577129e-07,15000.0,-2000548.3632095
6175,40300,403,6,0.0,-2.8410001754760743,288209.153125,0.0003,130897.9609375,0.2,0.0,2010,1.0015554428100586,-2.5973219871520996,-1.2667179305481113e-06,15000.0,-2000548.3632095
6193,40400,404,6,0.0,-2.840974140167236,1428924.75,0.0003,724682.3125,0.2,0.0,2015,1.0015456676483154,0.23103231191635132,2.8588771797899427e-06,15000.0,-2000548.3632095
6209,40500,405,6,0.0,-2.8409583568573,252284.353125,0.0003,121113.2734375,0.2,0.0,2020,1.0015413761138916,-2.1211631298065186,-1.999139772124181e-06,15000.0,-2000548.3632095
6226,40600,406,6,0.0,-2.8409517765045167,180226.284375,0.0003,83002.5234375,0.2,0.0,2025,1.001537799835205,0.08154171705245972,1.4972686983583118e-07,15000.0,-2000548.3632095
6244,40700,407,6,0.0,-2.840946006774902,183794.984375,0.0003,83228.78125,0.2,0.0,2030,1.0015379190444946,-0.36277294158935547,-3.4873485603270636e-06,15000.0,-2000548.3632095
6261,40800,408,6,0.0,-2.840955114364624,158292.603125,0.0003,70568.3828125,0.2,0.0,2035,1.0015510320663452,0.17720180749893188,-4.878997825130682e-06,15000.0,-2000548.3632095
6279,40900,409,6,0.0,-2.8409863471984864,1151434.45,0.0003,587697.9375,0.2,0.0,2040,1.00156569480896,0.13057756423950195,-2.7537345381745126e-07,15000.0,-2000548.3632095
6296,41000,410,6,0.0,-2.841014099121094,195242.046875,0.0003,93129.5078125,0.2,0.0,2045,1.0015805959701538,-0.3587217330932617,-1.1253356987594999e-06,15000.0,-2000548.3632095
6315,41100,411,6,0.0,-2.841047763824463,649462.4,0.0003,325515.875,0.2,0.0,2050,1.0016002655029297,0.12322241067886353,-6.1519145983623956e-06,15000.0,-2000548.3632095
6332,41200,412,6,0.0,-2.8410878658294676,155402.31875,0.0003,76071.6015625,0.2,0.0,2055,1.0016202926635742,-0.08004522323608398,-6.73294069386543e-07,15000.0,-2000548.3632095
6351,41300,413,6,0.0,-2.8411235332489015,180849.69375,0.0003,88736.2734375,0.2,0.0,2060,1.0016331672668457,0.18884038925170898,-8.91554358979363e-06,15000.0,-2000548.3632095
6368,41400,414,6,5.9604643e-10,-2.84114465713501,426006.0125,0.0003,215540.21875,0.2,0.0,2065,1.0016417503356934,0.06128042936325073,1.2294054053541004e-05,15000.0,-2000548.3632095
6384,41500,415,6,0.0,-2.8411627292633055,260434.003125,0.0003,126979.25,0.2,0.0,2070,1.0016520023345947,-0.08368992805480957,-1.777410512193711e-06,15000.0,-2000548.3632095
6399,41600,416,6,0.0,-2.8411824703216553,6411911.7,0.0003,3159841.25,0.2,0.0,2075,1.0016597509384155,-0.05019795894622803,-1.6741752581594938e-06,15000.0,-2000548.3632095
6412,41700,417,6,0.0,-2.841195011138916,12580661.2,0.0003,6206297.5,0.2,0.0,2080,1.001664400100708,-0.045264601707458496,-4.680633639964071e-06,15000.0,-2000548.3632095
6427,41800,418,6,0.0,-2.8412028789520263,6714199.5,0.0003,3289476.25,0.2,0.0,2085,1.0016673803329468,-0.03359711170196533,3.7646293264970155e-07,15000.0,-2000548.3632095
6440,41900,419,6,0.0,-2.8412077903747557,9897667.8,0.0003,4856738.5,0.2,0.0,2090,1.00166916847229,0.044461190700531006,-5.018711078719207e-07,15000.0,-2000548.3632095
6453,42000,420,6,0.0,-2.841211223602295,11153464.6,0.0003,5472208.5,0.2,0.0,2095,1.0016710758209229,-0.0376354455947876,-4.236698089243873e-07,15000.0,-2000548.3632095
6466,42100,421,6,0.0,-2.8412146091461183,6611965.7,0.0003,3223761.25,0.2,0.0,2100,1.0016722679138184,0.018233895301818848,-1.5008449345543794e-07,15000.0,-2000548.3632095
6481,42200,422,6,0.0,-2.8412164211273194,3684920.15,0.0003,1780745.25,0.2,0.0,2105,1.0016722679138184,-0.23022377490997314,-5.412102019874965e-08,15000.0,-2000548.3632095
6494,42300,423,6,0.0,-2.8412153720855713,4231755.85,0.0003,2054997.125,0.2,0.0,2110,1.001671552658081,0.35458648204803467,-1.6570091219136884e-07,15000.0,-2000548.3632095
6508,42400,424,6,0.0,-2.8412129878997803,1150206.9,0.0003,545368.5625,0.2,0.0,2115,1.0016690492630005,-0.6712486743927002,-3.2711028161713786e-07,15000.0,-2000548.3632095
6522,42500,425,6,0.0,-2.84120717048645,801748.425,0.0003,376592.375,0.2,0.0,2120,1.0016663074493408,0.11839061975479126,-6.647109894508674e-07,15000.0,-2000548.3632095
6535,42600,426,6,0.0,-2.8412012577056887,265364.696875,0.0003,118058.84375,0.2,0.0,2125,1.0016621351242065,-0.519938588142395,-6.264448209947205e-07,15000.0,-2000548.3632095
6549,42700,427,6,0.0,-2.8411913394927977,2228912.3,0.0003,1072947.0,0.2,0.0,2130,1.0016567707061768,0.1758713722229004,-5.998611499080652e-07,15000.0,-2000548.3632095
6564,42800,428,6,0.0,-2.8411803245544434,359487.9875,0.0003,163036.0,0.2,0.0,2135,1.0016508102416992,-0.3040745258331299,-7.457733332216776e-07,15000.0,-2000548.3632095
6578,42900,429,6,0.0,-2.841169023513794,1252352.8,0.0003,596208.0,0.2,0.0,2140,1.0016461610794067,0.15154403448104858,-4.699230288451872e-07,15000.0,-2000548.3632095
6592,43000,430,6,0.0,-2.8411543369293213,64347.1875,0.0003,26436.22265625,0.2,0.0,2145,1.0016300678253174,-3.3225388526916504,-3.734111765041348e-06,15000.0,-2000548.3632095
6605,43100,431,6,0.0,-2.841115856170654,1898006.575,0.0003,906087.4375,0.2,0.0,2150,1.0016117095947266,0.17816603183746338,-2.0210742668780314e-06,15000.0,-2000548.3632095
6618,43200,432,6,0.0,-2.841085433959961,542909.425,0.0003,249621.28125,0.2,0.0,2155,1.001600742340088,0.2738456726074219,1.0492801536088337e-06,15000.0,-2000548.3632095
6632,43300,433,6,0.0,-2.84106707572937,365377.29375,0.0003,165686.1875,0.2,0.0,2160,1.0015935897827148,0.08698666095733643,-3.814700022530815e-09,15000.0,-2000548.3632095
6645,43400,434,6,0.0,-2.841054916381836,990679.0625,0.0003,465245.53125,0.2,0.0,2165,1.001589298248291,0.08359986543655396,-5.560517166713907e-07,15000.0,-2000548.3632095
6657,43500,435,6,0.0,-2.841048002243042,852013.7375,0.0003,396557.15625,0.2,0.0,2170,1.0015864372253418,0.31963247060775757,-1.684308045923899e-06,15000.0,-2000548.3632095
6671,43600,436,6,0.0,-2.8410422801971436,2314065.35,0.0003,1110030.375,0.2,0.0,2175,1.0015835762023926,0.19511818885803223,-2.3007393430418688e-06,15000.0,-2000548.3632095
6687,43700,437,6,0.0,-2.8410387516021727,449826.08125,0.0003,203411.71875,0.2,0.0,2180,1.0015846490859985,-0.5664381980895996,-1.1936426233205567e-06,15000.0,-2000548.3632095
6701,43800,438,6,0.0,-2.8410432815551756,1308880.475,0.0003,617630.25,0.2,0.0,2185,1.001587152481079,-0.14886915683746338,7.357597382906533e-07,15000.0,-2000548.3632095
6714,43900,439,6,0.0,-2.841041326522827,52343.30390625,0.0003,22291.802734375,0.2,0.0,2190,1.0015774965286255,0.2772112488746643,-2.428650896746376e-06,15000.0,-2000548.3632095
6728,44000,440,6,5.9604643e-10,-2.8410147190093995,24880.067578125,0.0003,9506.13671875,0.2,0.0,2195,1.0015647411346436,-0.0163881778717041,-4.310607953250667e-07,15000.0,-2000548.3632095
6740,44100,441,6,0.0,-2.8409938335418703,319152.8625,0.0003,141589.484375,0.2,0.0,2200,1.001556158065796,-0.5725163221359253,-8.04299135097608e-06,15000.0,-2000548.3632095
6753,44200,442,6,0.0,-2.8409782886505126,852262.8375,0.0003,394809.4375,0.2,0.0,2205,1.0015500783920288,-0.29750895500183105,-4.1689873299333154e-06,15000.0,-2000548.3632095
6765,44300,443,6,0.0,-2.8409682750701903,936362.725,0.0003,435678.875,0.2,0.0,2210,1.0015461444854736,-1.3030869960784912,-1.5872717142428883e-06,15000.0,-2000548.3632095
6780,44400,444,6,0.0,-2.8409613132476808,8695274.4,0.0003,4234290.5,0.2,0.0,2215,1.0015432834625244,-0.03452622890472412,-2.2077559655997447e-07,15000.0,-2000548.3632095
6793,44500,445,6,0.0,-2.8409571647644043,879768.7625,0.0003,406373.71875,0.2,0.0,2220,1.0015426874160767,0.4917716383934021,-6.828308002582162e-07,15000.0,-2000548.3632095
6807,44600,446,6,0.0,-2.840956449508667,411460.65,0.0003,184549.71875,0.2,0.0,2225,1.0015418529510498,-0.33284568786621094,-1.0771751249194494e-06,15000.0,-2000548.3632095
6821,44700,447,6,0.0,-2.8409547328948976,1168190.15,0.0003,541455.625,0.2,0.0,2230,1.0015413761138916,-0.30168890953063965,-4.813670955172711e-07,15000.0,-2000548.3632095
6835,44800,448,6,0.0,-2.8409557342529297,313124.58125,0.0003,141389.59375,0.2,0.0,2235,1.0015437602996826,0.3306662440299988,-1.0001659575209488e-06,15000.0,-2000548.3632095
6848,44900,449,6,1.01923945e-07,-2.840952730178833,30844.603125,0.0003,15777.7978515625,0.2,0.0,2240,1.0015326738357544,-6.5962748527526855,-4.764342308778424e-05,15000.0,-2000548.3632095
6862,45000,450,6,1.2934208e-07,-2.84092493057251,953080.075,0.0003,458617.1875,0.2,0.0,2245,1.0015192031860352,0.28105324506759644,-1.4831065884379769e-05,15000.0,-1632231.7808776665
6875,45100,451,6,2.7418137e-08,-2.840900945663452,2646980.95,0.0003,1325924.625,0.2,0.0,2250,1.001510739326477,0.019343018531799316,3.834891412424213e-05,15000.0,-1632231.7808776665
6888,45200,452,6,5.9604646e-09,-2.8408897876739503,677618.6125,0.0003,330219.8125,0.2,0.0,2255,1.0015097856521606,0.24353688955307007,-5.710124924007687e-07,15000.0,-1632231.7808776665
6902,45300,453,6,0.0,-2.8408926010131834,426836.74375,0.0003,199717.078125,0.2,0.0,2260,1.001514196395874,-0.26388871669769287,2.831459060814723e-06,15000.0,-1632231.7808776665
6916,45400,454,6,0.0,-2.840902090072632,51571.73515625,0.0003,22710.169921875,0.2,0.0,2265,1.0015184879302979,-0.16899609565734863,-4.1303635200051755e-06,15000.0,-1632231.7808776665
6929,45500,455,6,5.9604643e-10,-2.840908908843994,241016.840625,0.0003,110547.4375,0.2,0.0,2270,1.0015201568603516,-0.42902708053588867,-9.722232705655643e-06,15000.0,-1632231.7808776665
6942,45600,456,6,0.0,-2.8409106731414795,1508606.15,0.0003,712040.875,0.2,0.0,2275,1.001520037651062,0.15587377548217773,-1.1047124739604897e-05,15000.0,-1632231.7808776665
6955,45700,457,6,5.9604643e-10,-2.840914821624756,172313.846875,0.0003,81730.2109375,0.2,0.0,2280,1.0015302896499634,-1.5558066368103027,-1.4307737746932503e-05,15000.0,-1632231.7808776665
6967,45800,458,6,2.3841857e-09,-2.8409417629241944,250616.696875,0.0003,111998.4921875,0.2,0.0,2285,1.001542329788208,-0.606573224067688,-1.1395931069557719e-05,15000.0,-1632231.7808776665
6981,45900,459,6,2.3841857e-09,-2.8409590244293215,1310665.075,0.0003,638211.875,0.2,0.0,2290,1.0015474557876587,0.07063233852386475,-4.22430043549582e-06,15000.0,-1632231.7808776665
6995,46000,460,6,0.0,-2.84096622467041,2498931.0,0.0003,1199555.875,0.2,0.0,2295,1.001549243927002,-0.17428767681121826,7.824420874413818e-06,15000.0,-1632231.7808776665
7008,46100,461,6,0.0,-2.8409685611724855,675979.025,0.0003,307871.8125,0.2,0.0,2300,1.0015499591827393,0.1272171139717102,1.5367269718069566e-06,15000.0,-1632231.7808776665
7021,46200,462,6,0.0,-2.840970277786255,524602.1625,0.0003,252788.4375,0.2,0.0,2305,1.001551628112793,0.07527756690979004,-2.114057554969406e-06,15000.0,-1632231.7808776665
7036,46300,463,6,0.0,-2.8409698963165284,141329.475,0.0003,76464.6015625,0.2,0.0,2310,1.0015456676483154,-2.367175579071045,-2.117037809057365e-06,15000.0,-1632231.7808776665
7049,46400,464,6,5.9604643e-10,-2.8409519672393797,263785.121875,0.0003,129389.4609375,0.2,0.0,2315,1.0015339851379395,0.291254460811615,-7.32445733397924e-06,15000.0,-1632231.7808776665
7062,46500,465,6,7.390976e-08,-2.8409541130065916,54866.17734375,0.0003,27426.349609375,0.2,0.0,2320,1.0015602111816406,0.6108869910240173,-5.447763235135739e-05,15000.0,-1632231.7808776665
7076,46600,466,6,6.616116e-08,-2.8410102844238283,559927.0875,0.0003,278161.75,0.2,0.0,2325,1.001579999923706,-0.17732691764831543,-1.9288897070524057e-05,15000.0,-1632231.7808776665
7090,46700,467,6,2.5629998e-08,-2.8410358905792235,747917.0125,0.0003,363023.40625,0.2,0.0,2330,1.0015842914581299,-0.017766714096069336,-1.8730401811239973e-05,15000.0,-1632231.7808776665
7105,46800,468,6,4.7683715e-09,-2.8410401821136473,38783.8578125,0.0003,16428.609375,0.2,0.0,2335,1.0015853643417358,-0.18238747119903564,8.5372925749283e-06,15000.0,-1632231.7808776665
7118,46900,469,6,0.0,-2.841042184829712,795788.175,0.0003,372038.625,0.2,0.0,2340,1.0015852451324463,0.27630531787872314,6.628513456519158e-06,15000.0,-1632231.7808776665
7132,47000,470,6,0.0,-2.8410408020019533,2095790.05,0.0003,994877.9375,0.2,0.0,2345,1.001584768295288,0.08740973472595215,-2.707481314700999e-06,15000.0,-1632231.7808776665
7146,47100,471,6,0.0,-2.841037321090698,455316.05,0.0003,232665.90625,0.2,0.0,2350,1.0015794038772583,-0.891687273979187,-1.4692545143191182e-06,15000.0,-1632231.7808776665
7160,47200,472,6,0.0,-2.8410223484039308,530784.5,0.0003,263057.3125,0.2,0.0,2355,1.0015695095062256,-0.5813064575195312,-1.5031098925533115e-06,15000.0,-1632231.7808776665
7173,47300,473,6,3.5762786e-09,-2.840995025634766,528095.3375,0.0003,263338.40625,0.2,0.0,2360,1.001547932624817,0.061316728591918945,-1.1698961006878505e-05,15000.0,-1632231.7808776665
7187,47400,474,6,1.7881393e-09,-2.8409496784210204,972883.5125,0.0003,475794.4375,0.2,0.0,2365,1.0015287399291992,0.31236785650253296,1.824140588979617e-06,15000.0,-1632231.7808776665
7201,47500,475,6,1.7881393e-09,-2.840916872024536,630653.0125,0.0003,316353.09375,0.2,0.0,2370,1.0015146732330322,-0.6059402227401733,-7.778644665279444e-06,15000.0,-1632231.7808776665
7215,47600,476,6,5.9604643e-10,-2.8408917427062987,2333730.25,0.0003,1150497.0,0.2,0.0,2375,1.0015056133270264,0.24495595693588257,5.626678358794379e-08,15000.0,-1632231.7808776665
7228,47700,477,6,9.6559525e-08,-2.840845537185669,440971.73125,0.0003,220074.546875,0.2,0.0,2380,1.0014362335205078,-0.4959646463394165,-4.365205833165575e-05,15000.0,-1632231.7808776665
7241,47800,478,6,1.9848346e-07,-2.8406707286834716,232085.653125,0.0003,115873.359375,0.2,0.0,2385,1.0013540983200073,-1.0071814060211182,-2.5685072287195966e-05,15000.0,-1632231.7808776665
7254,47900,479,6,1.4305115e-07,-2.8405433177947996,840069.6125,0.0003,419171.84375,0.2,0.0,2390,1.001318335533142,0.1767514944076538,-3.4338355770202614e-05,15000.0,-1632231.7808776665
7268,48000,480,6,8.046627e-08,-2.8404934883117674,704601.425,0.0003,345792.625,0.2,0.0,2395,1.0013008117675781,0.2517218589782715,2.4516344296010573e-05,15000.0,-1632231.7808776665
7283,48100,481,6,2.1457673e-08,-2.8404569149017336,305652.775,0.0003,151473.625,0.2,0.0,2400,1.0012768507003784,-1.3965935707092285,-7.928848322968918e-06,15000.0,-1632231.7808776665
7297,48200,482,6,1.3113022e-08,-2.8404001235961913,791163.4375,0.0003,375025.0,0.2,0.0,2405,1.0012485980987549,-1.106365442276001,2.7673244430204135e-06,15000.0,-1632231.7808776665
7311,48300,483,6,4.172325e-09,-2.84035210609436,1814190.0,0.0003,855504.375,0.2,0.0,2410,1.001230239868164,-0.9462827444076538,-4.313707265168887e-06,15000.0,-1632231.7808776665
7325,48400,484,6,1.7881393e-09,-2.840322732925415,338558.60625,0.0003,178870.515625,0.2,0.0,2415,1.0012214183807373,-0.9185138940811157,-3.1256675868007734e-06,15000.0,-1632231.7808776665
7338,48500,485,6,5.9604643e-10,-2.840309715270996,1337216.475,0.0003,656479.8125,0.2,0.0,2420,1.0012168884277344,0.08337628841400146,-6.913066041391858e-06,15000.0,-1632231.7808776665
7351,48600,486,6,0.0,-2.8403013706207276,301227.45625,0.0003,149019.765625,0.2,0.0,2425,1.0012128353118896,0.1515694260597229,-3.671407702299234e-06,15000.0,-1632231.7808776665
7364,48700,487,6,8.940697e-09,-2.840292501449585,1453027.5,0.0003,692607.0625,0.2,0.0,2430,1.001207947731018,-0.08384215831756592,-2.4952531144606383e-05,15000.0,-1632231.7808776665
7378,48800,488,6,4.172325e-09,-2.8402835369110107,1444241.525,0.0003,675241.75,0.2,0.0,2435,1.0012046098709106,-0.07771909236907959,7.389068745311533e-06,15000.0,-1632231.7808776665
7392,48900,489,6,0.0,-2.8402786254882812,714661.225,0.0003,330368.375,0.2,0.0,2440,1.0012034177780151,-0.910307765007019,2.9325485129128026e-06,15000.0,-1632231.7808776665
7406,49000,490,6,0.0,-2.8402829647064207,190132.915625,0.0003,94478.171875,0.2,0.0,2445,1.0012167692184448,-4.392642021179199,-2.8727054602661894e-06,15000.0,-1632231.7808776665
7419,49100,491,6,6.556511e-09,-2.840319585800171,2142181.5,0.0003,1031205.5,0.2,0.0,2450,1.001233696937561,0.07701164484024048,-1.1471748283042871e-05,15000.0,-1632231.7808776665
7432,49200,492,6,0.0,-2.8403456687927244,910106.575,0.0003,438339.125,0.2,0.0,2455,1.0012414455413818,-1.0206172466278076,7.64155397341426e-06,15000.0,-1632231.7808776665
7446,49300,493,6,0.0,-2.8403627395629885,196874.040625,0.0003,100325.9765625,0.2,0.0,2460,1.0012543201446533,-2.3729779720306396,-1.960515967880383e-06,15000.0,-1632231.7808776665
7459,49400,494,6,0.0,-2.8403890132904053,3932382.3,0.0003,1925674.25,0.2,0.0,2465,1.0012648105621338,0.04385638236999512,2.2194385510321268e-06,15000.0,-1632231.7808776665
7473,49500,495,6,0.0,-2.8404057025909424,818248.65,0.0003,387769.59375,0.2,0.0,2470,1.0012710094451904,0.4888436198234558,-8.223056919831606e-07,15000.0,-1632231.7808776665
7486,49600,496,6,0.0,-2.8404168128967284,2886558.05,0.0003,1382101.875,0.2,0.0,2475,1.0012755393981934,0.01663970947265625,-2.7012825327688005e-07,15000.0,-1632231.7808776665
7499,49700,497,6,0.0,-2.8404239654541015,1513234.175,0.0003,703539.0625,0.2,0.0,2480,1.0012774467468262,-7.873451232910156,4.997253363114851e-07,15000.0,-1632231.7808776665
7515,49800,498,6,0.0,-2.840426301956177,2472354.55,0.0003,1152333.625,0.2,0.0,2485,1.001278281211853,0.3345184922218323,-2.505779235661976e-07,15000.0,-1632231.7808776665
7529,49900,499,6,0.0,-2.8404277324676515,2380421.0,0.0003,1104379.25,0.2,0.0,2490,1.0012786388397217,-0.8437304496765137,5.9366223581491796e-08,15000.0,-1632231.7808776665
7542,50000,500,6,0.0,-2.8404285430908205,407618.45,0.0003,173511.734375,0.2,0.0,2495,1.0012792348861694,0.0820731520652771,-3.9553642121603617e-07,15000.0,-1632231.7808776665
7555,50100,501,6,0.0,-2.8404297828674316,1206720.6,0.0003,549340.375,0.2,0.0,2500,1.001279592514038,-0.19874465465545654,-9.036064358980412e-08,15000.0,-1632231.7808776665
7569,50200,502,6,0.0,-2.840429592132568,1867226.675,0.0003,851161.8125,0.2,0.0,2505,1.0012787580490112,-0.2535611391067505,2.9778480410413976e-07,15000.0,-1632231.7808776665
7583,50300,503,6,0.0,-2.8404274940490724,2637987.0,0.0003,1228867.625,0.2,0.0,2510,1.001278042793274,-0.15503990650177002,-7.339715967447091e-07,15000.0,-1632231.7808776665
7597,50400,504,6,0.0,-2.84042649269104,5036215.6,0.0003,2387239.0,0.2,0.0,2515,1.0012774467468262,-0.06130015850067139,-7.967948789655566e-07,15000.0,-1632231.7808776665
7611,50500,505,6,0.0,-2.840425205230713,1309414.7,0.0003,592807.9375,0.2,0.0,2520,1.0012766122817993,-3.505850315093994,-9.588003180738269e-07,15000.0,-1632231.7808776665
7624,50600,506,6,0.0,-2.8404229164123533,1677509.2,0.0003,772435.6875,0.2,0.0,2525,1.0012749433517456,-3.4345130920410156,-2.006888352923397e-06,15000.0,-1632231.7808776665
7638,50700,507,6,0.0,-2.8404191017150877,761603.95,0.0003,334314.96875,0.2,0.0,2530,1.0012731552124023,-5.055322170257568,-9.262561704304061e-08,15000.0,-1632231.7808776665
7651,50800,508,6,0.0,-2.8404157638549803,925167.4125,0.0003,413775.4375,0.2,0.0,2535,1.0012714862823486,-11.120226860046387,-1.6212463105347296e-08,15000.0,-1632231.7808776665
7666,50900,509,6,0.0,-2.840412950515747,976739.4125,0.0003,431783.25,0.2,0.0,2540,1.0012705326080322,-23.963186264038086,-4.2223930583062954e-07,15000.0,-1632231.7808776665
7680,51000,510,6,0.0,-2.8404109954833983,1389737.7,0.0003,642926.3125,0.2,0.0,2545,1.0012693405151367,-0.5580151081085205,-2.0959377614815367e-06,15000.0,-1632231.7808776665
7693,51100,511,6,0.0,-2.840408754348755,822229.375,0.0003,367425.25,0.2,0.0,2550,1.001268982887268,-1.4251244068145752,-3.0093193363001093e-06,15000.0,-1632231.7808776665
7707,51200,512,6,0.0,-2.8404116153717043,323030.5375,0.0003,156535.890625,0.2,0.0,2555,1.0012761354446411,-13.646509170532227,-5.741119299074171e-07,15000.0,-1632231.7808776665
7720,51300,513,6,0.0,-2.840432119369507,593919.3,0.0003,264517.53125,0.2,0.0,2560,1.001285433769226,-0.20624518394470215,-1.6860961846276723e-06,15000.0,-1632231.7808776665
7734,51400,514,6,0.0,-2.840444469451904,701693.7125,0.0003,305322.59375,0.2,0.0,2565,1.0012881755828857,0.12485921382904053,2.712249764869057e-06,15000.0,-1632231.7808776665
7748,51500,515,6,0.0,-2.8404462814331053,390703.55,0.0003,180823.09375,0.2,0.0,2570,1.0012860298156738,-0.010865092277526855,-2.3426413472193985e-06,15000.0,-1632231.7808776665
7761,51600,516,6,0.0,-2.840440559387207,631378.4,0.0003,277153.53125,0.2,0.0,2575,1.0012834072113037,0.05256718397140503,-1.817703242323887e-06,15000.0,-1632231.7808776665
7775,51700,517,6,0.0,-2.840436840057373,1455809.525,0.0003,664525.75,0.2,0.0,2580,1.001281976699829,-0.1437091827392578,2.4838447853170465e-06,15000.0,-1632231.7808776665
7788,51800,518,6,0.0,-2.840436410903931,303199.0375,0.0003,141093.265625,0.2,0.0,2585,1.0012857913970947,-2.323852062225342,-4.370212487003755e-07,15000.0,-1632231.7808776665
7801,51900,519,6,0.0,-2.840447950363159,2119265.65,0.0003,966262.1875,0.2,0.0,2590,1.0012915134429932,0.29839521646499634,1.34587288052046e-06,15000.0,-1632231.7808776665
7815,52000,520,6,0.0,-2.84045991897583,406357.2875,0.0003,193976.0625,0.2,0.0,2595,1.001301884651184,-0.607274055480957,-5.95808041641277e-06,15000.0,-1632231.7808776665
7828,52100,521,6,0.0,-2.8404876708984377,503250.89375,0.0003,224803.921875,0.2,0.0,2600,1.0013179779052734,-2.222506523132324,-7.017374049667069e-06,15000.0,-1632231.7808776665
7842,52200,522,6,0.0,-2.8405158519744873,612166.9875,0.0003,299437.1875,0.2,0.0,2605,1.0013270378112793,-0.16752302646636963,-6.146430980180639e-07,15000.0,-1632231.7808776665
